title,rate
covid19 sarscov2,0
covid19 covid,0
edyong209 writes,1
per_day,1
up deaths,1
fight covid19,0
died covid19,0
cruise ships,1
back_work,1
contagios coronavirus,1
health crisis,1
would_like,1
trump amp,1
covid19 test,0
wash_hands,1
health_department,1
never silver,1
19 amp,1
get back,1
20 000,1
treatment covid,0
house coronavirus,1
coronavirus edyong209,1
vacuna coronavirus,1
muertes coronavirus,1
deaths reported,1
global_pandemic,1
covid19 patients,0
total_number,1
herd_immunity,1
people_dying,1
either tested,1
realdonaldtrump trump,1
dr_deborah,1
corona covid19,0
muertes covid,0
covid19 crisis,0
paises america,1
19 restrictions,1
covid19 amp,0
deaths covid,0
fin_semana,1
save_lives,1
world health,1
joenbc foxandfriends,1
foxandfriends_cnn,1
covid coronavirus,0
realdonaldtrump joenbc,1
critically_ill,1
via_nytimes,1
19 infections,1
19 impact,1
health workers,1
reopen_schools,1
biggest monster,1
loved_ones,1
relief_package,1
coronavirus updates,1
across_country,1
months_ago,1
writes despite,1
abc_news,1
mail_in,1
penyebaran covid,0
new_normal,1
die covid,0
rlf 100,1
kidney infection,1
norwegian cruise,1
might never,1
dio_positivo,1
next_week,1
new death,1
coronavirus video,1
daily cases,1
sick_leave,1
hugely beneficial,1
coronavirus disease,1
fauci_says,1
never coronavirus,1
two_weeks,1
ill covid,0
joe_biden,1
covid19 testing,0
nurse died,1
coronavirus patients,1
monster spreading,1
get coronavirus,1
care_homes,1
get_sick,1
siete paises,1
virus covid,0
million people,1
coronavirus outbreaks,1
get well,1
testing positive,1
died kidney,1
nunca cura,1
slow_spread,1
trump coronavirus,1
19 contract,1
155 000,1
in_the,1
autopsy_shows,1
19 related,1
fox_news,1
latin_america,1
coronavirus infections,1
flu hugely,1
healthcare_workers,1
000 casos,1
mil casos,1
health amp,1
district tested,1
cases rise,1
wan_na,1
tested_negative,1
well_soon,1
pandemic covid19,0
georgia_school,1
pr firm,1
treatment rlf,1
covid19 corona,0
india_mitega,1
cases confirmed,1
speedy_recovery,1
coronavirus spread,1
died coronavirus,1
18 million,1
click_link,1
go_away,1
reuniones_sociales,1
10 000,1
population coronavirus,1
americans_died,1
lunes agosto,1
linked pr,1
district either,1
st_louis,1
contract_without,1
adaptasi_kebiasaan,1
of_the,1
since_march,1
uk_government,1
du covid,0
die coronavirus,1
florida nurse,1
cases covid19,0
major_incident,1
without tender,1
3m covid,0
shows young,1
covid19 quedateencasa,0
infection never,1
young florida,1
handling covid,0
high_risk,1
opening_schools,1
director_general,1
granted 3m,1
response covid19,0
coronavirus victim,1
please_help,1
2020 election,1
tory linked,1
covid covid19,0
going_back,1
cases increase,1
anthony_fauci,1
firm granted,1
coronavirus warnings,1
sarscov2_forecast,1
take covid,0
take_care,1
political influence,1
quick_recovery,1
mortes covid,0
coronavirus news,1
contagios covid19,0
amp gop,1
school year,1
19 within,1
du_masque,1
study_finds,1
covid19 virus,0
2020 08,1
covid19 response,0
worry political,1
death_population,1
covid19 lockdown,0
americans trump,1
kebiasaan_baru,1
small_business,1
single_day,1
louie_gohmert,1
response coronavirus,1
influence coronavirus,1
per_capita,1
department_health,1
pandemic via,1
schools_open,1
scientists worry,1
vaccine project,1
crisis coronavirus,1
ultima_hora,1
patients make,1
make quick,1
reported_today,1
total deaths,1
dead americans,1
even_though,1
03 2020,1
200_000,1
medicamento covid,0
considering unilateral,1
salud_publica,1
sars coronavirus,1
family_members,1
com covid,0
sign_petition,1
testing covid,0
drug covid,0
every_single,1
india covid,0
daily_thanks,1
19 spread,1
people get,1
port_du,1
mitega_india,1
recovery treatment,1
post covid19,0
qu_il,1
enters new,1
covid19 positive,0
says covid,0
stimulus bill,1
please_retweet,1
prime_minister,1
within week,1
hit coronavirus,1
first day,1
post coronavirus,1
new_zealand,1
handling coronavirus,1
sign stop,1
prevent_spread,1
positivos coronavirus,1
social_distance,1
health_organization,1
issues coronavirus,1
tell_us,1
listen_dr,1
52 972,1
trump says,1
coach doug,1
covid 19,0
19 pandemic,1
coronavirus pandemic,1
19 cases,1
coronavirus covid19,0
covid19 coronavirus,0
coronavirus cases,1
new cases,1
positive covid,0
death_toll,1
covid19 pandemic,0
donald_trump,1
19 deaths,1
nuevos casos,1
due covid,0
19 vaccine,1
tested positive,1
new york,1
coronavirus vaccine,1
casos covid,0
via_youtube,1
coronavirus deaths,1
new covid,0
white_house,1
public_health,1
casos coronavirus,1
positive coronavirus,1
covid19 cases,0
test positive,1
19 patients,1
19 death,1
19 testing,1
wear_mask,1
social_distancing,1
coronavirus relief,1
due covid19,0
new coronavirus,1
dr_fauci,1
coronavirus covid,0
united_states,1
coronavirus death,1
health commissioner,1
19 via,1
24_horas,1
president trump,1
da covid,0
19 test,1
august_2020,1
second_wave,1
gt_gt,1
handling coronavirus,1
due coronavirus,1
000 americans,1
amid covid,0
19 crisis,1
tests positive,1
nursing_homes,1
sars_cov,1
nyc health,1
19 outbreak,1
gon_na,1
ultimas_24,1
sign_petition,1
cases covid,0
casos positivos,1
pandemia coronavirus,1
coronavirus outbreak,1
spread covid,0
via_gatewaypundit,1
19 global,1
live_updates,1
trump coronavirus,1
new post,1
active cases,1
coronavirus response,1
around_world,1
impact covid,0
fake_news,1
casos_confirmados,1
19 response,1
confirmed cases,1
many_people,1
trump says,1
global crisis,1
mental_health,1
foreign_affairs,1
19 di,1
04 08,1
150 000,1
lebanese migrants,1
provide lebanese,1
petition via,1
aid covid,0
migrants aid,1
affairs provide,1
pandemia covid19,0
lebanese ministry,1
long_term,1
back_school,1
ministry foreign,1
new interview,1
death_rate,1
amid coronavirus,1
wearing_mask,1
social_media,1
blasio handling,1
new deaths,1
pandemia covid,0
novel coronavirus,1
wearing_masks,1
health care,1
24_hours,1
died covid,0
bbc_news,1
wear_masks,1
covid19 covid 19,0
task_force,1
coronavirus live,1
covid19 deaths,0
spread covid19,0
19 relief,1
commissioner resigns,1
19 tests,1
stay_home,1
coronavirus crisis,1
coronavirus update,1
looks_like,1
nursing_home,1
last_week,1
pandemi covid,0
spread coronavirus,1
high_school,1
make millions,1
fauci make,1
kennedy jr,1
year_old,1
silver_bullet,1
news coronavirus,1
owns half,1
face_masks,1
died coronavirus,1
go_back,1
millions coronavirus,1
first_time,1
contact_tracing,1
positive cases,1
jonathan swan,1
half patent,1
jonathanvswan realdonaldtrump,1
bobby kennedy,1
vaccine owns,1
coronavirus via,1
19 update,1
positivo covid,0
us open,1
corona virus,1
whitehouse_realdonaldtrump,1
total cases,1
jr_claims,1
cases deaths,1
crisis sign,1
claims dr,1
axios jonathanvswan,1
08 2020,1
stay_safe,1
us coronavirus,1
every_day,1
agosto_2020,1
people died,1
interview bobby,1
relief_bill,1
positive covid19,0
bill_gates,1
via change,1
000 people,1
covid 19 coronavirus,0
open_schools,1
vacuna covid,0
casos covid19,0
people_dying,1
fight covid,0
19 coronavirus,1
make_sure,1
get well,1
york_times,1
19 virus,1
penanganan covid,0
resigns citing,1
well_soon,1
via_yahoo,1
contagios covid,0
test_results,1
citing blasio,1
in_person,1
join_us,1
unbelievable new,1
common_cold,1
covid19 vaccine,0
us covid,0
coronavirus testing,1
new covid19,0
says coronavirus,1
coronavirus lockdown,1
covid 19 covid19,0
good_news,1
coronavirus test,1
school_district,1
155 000,1
coronavirus argentina,1
post covid,0
000 deaths,1
000 dead,1
19 lockdown,1
face_mask,1
americans dying,1
help_us,1
du coronavirus,1
cases reported,1
speedy_recovery,1
casos nuevos,1
nuevos_contagios,1
cases coronavirus,1
rafael nadal,1
reopening_schools,1
deaths per,1
coronavirus aid,1
trump_administration,1
coronavirus covid 19,0
reopened schools,1
deaths reported,1
protokol_kesehatan,1
covid19 covid,0
go well,1
100_000,1
positivo coronavirus,1
control coronavirus,1
schools go,1
19 positive,1
small_businesses,1
50 000,1
response covid,0
blames trump,1
handling covid,0
corona covid19,0
india_mitega,1
test_trace,1
covid19 patients,0
get covid,0
coronavirus stimulus,1
per_day,1
total_number,1
study_finds,1
160_000,1
covid19 crisis,0
look_like,1
pacientes covid,0
positif covid,0
19 em,1
loved_ones,1
washington_post,1
get coronavirus,1
ministerio_salud,1
america_latina,1
israel reopened,1
young_people,1
contagios coronavirus,1
mail_in,1
muertes covid,0
last_24,1
du covid,0
save_lives,1
casos_activos,1
people die,1
19 treatment,1
americans_died,1
american_people,1
conseil_scientifique,1
covid19 sarscov2,0
patent via,1
positivos covid,0
federal_government,1
pandemic covid19,0
trump texas,1
hong_kong,1
health_officials,1
coronavirus corona,1
covid19 corona,0
subsided israel,1
19 case,1
need_know,1
died covid19,0
clinical_trials,1
per_capita,1
million people,1
get tested,1
stop_spread,1
schools_reopen,1
mitega_india,1
wash_hands,1
follow up,1
axios_interview,1
covid19 test,0
covid subsided,0
die covid,0
south_africa,1
fight covid19,0
covid19 amp,0
du_masque,1
get back,1
covid covid19,0
new death,1
people disabilities,1
people happy,1
19 impact,1
please_help,1
nacional bolivariana,1
cases covid19,0
pandemic via,1
would_like,1
coronavirus task,1
guardia nacional,1
months_ago,1
000 covid,0
health_department,1
post covid19,0
19 related,1
coronavirus control,1
experts_say,1
coronavirus disease,1
covid19 testing,0
john_lewis,1
joe_biden,1
port_du,1
covid19 death,0
spreading coronavirus,1
19 infections,1
number cases,1
covid coronavirus,0
people would,1
via_nytimes,1
single_day,1
economic_recovery,1
com covid,0
news covid19,0
trump said,1
muertes coronavirus,1
high_risk,1
catastrofe generacional,1
economic crisis,1
qu_il,1
free covid,0
prefeito itajai,1
19 vaccines,1
treatment covid,0
deaths covid19,0
two_weeks,1
herd_immunity,1
new_normal,1
up questions,1
china virus,1
health amp,1
total deaths,1
deaths covid,0
back to,1
health_ministry,1
basic follow,1
prevent_spread,1
response coronavirus,1
trump interview,1
19 situation,1
vacuna coronavirus,1
19 dan,1
impact covid19,0
population coronavirus,1
please_retweet,1
coronavirus restrictions,1
vaksin covid,0
cases rise,1
video via,1
one_day,1
americans_dead,1
mortality_rate,1
corona coronavirus,1
est_pas,1
19 amp,1
10 000,1
realdonaldtrump people,1
coronavirus news,1
reopen_schools,1
fatality_rate,1
coronavirus tests,1
virus covid,0
coronavirus trump,1
death_population,1
abc_news,1
across_country,1
dr zelenko,1
19 data,1
back_work,1
19 restrictions,1
cases confirmed,1
du covid19,0
coronavirus infections,1
executive_order,1
000 000,1
last year,1
slow_spread,1
sarscov2_forecast,1
19 dr,1
global_pandemic,1
oxiris barbot,1
fight coronavirus,1
fox_news,1
family_members,1
response covid19,0
coronavirus updates,1
coronavirus patients,1
school year,1
contagios covid19,0
relief_package,1
pela covid,0
number covid,0
dying coronavirus,1
testing positive,1
crisis coronavirus,1
adaptasi_kebiasaan,1
take_care,1
wan_na,1
19 spread,1
19 concerns,1
positivos coronavirus,1
coronavirus infection,1
covid cases,0
nouveaux_cas,1
social_distance,1
need_help,1
to school,1
salud_publica,1
het coronavirus,1
dying covid,0
covid19 lockdown,0
reported_today,1
2020 08,1
lt_lt,1
way making,1
says covid,0
covid19 response,0
americans many,1
schools_closed,1
da_saude,1
drug covid,0
many around,1
covid19 virus,0
stood way,1
world health,1
coronavirus spread,1
coronavirus wave,1
zelenko 150,1
muertos coronavirus,1
covid19 relief,0
health crisis,1
dr_birx,1
world dead,1
hcq stood,1
making trillions,1
personal_salud,1
york_city,1
dead hcq,1
260_employees,1
listen_dr,1
even_though,1
04_2020,1
breaking_news,1
opening_schools,1
realdonaldtrump trump,1
press_conference,1
wear_face,1
take_action,1
confirmed covid,0
of_the,1
in_voting,1
18 55,1
department_health,1
covid19 via,0
14_days,1
daily cases,1
mask_wearing,1
in_the,1
go_away,1
kebiasaan_baru,1
next_year,1
communist_party,1
wave covid,0
martes agosto,1
school closures,1
trillions video,1
coronavirus coronavirus,1
daily_thanks,1
may_never,1
nuevo coronavirus,1
james lovelock,1
people get,1
dr gold,1
spread virus,1
cases amp,1
health safety,1
19 listen,1
many americans,1
die coronavirus,1
since_march,1
people covid,0
19 recovery,1
19 infection,1
silencing doctors,1
people need,1
got_ta,1
realdonaldtrump_potus,1
covid19 examresults,0
climate_change,1
public schools,1
cruise_ship,1
early drug,1
pm_et,1
get_sick,1
coronavirus case,1
positivity_rate,1
would want,1
covid19 tuesdaymood,0
media others,1
others silencing,1
doctors early,1
gold watch,1
sounds_like,1
data shows,1
covid deaths,0
yadier molina,1
president_donald,1
great_job,1
every possible,1
penyebaran covid,0
novos_casos,1
feel_like,1
texas man,1
immune_system,1
big_pharma,1
loudobbs realdonaldtrump,1
tell_us,1
dr oxiris,1
agustus_2020,1
156 000,1
covid 19,0
19 pandemic,1
coronavirus pandemic,1
19 cases,1
coronavirus covid19,0
coronavirus cases,1
covid19 coronavirus,0
new cases,1
19 vaccine,1
positive covid,0
due covid,0
covid19 pandemic,0
facebook_removes,1
nuevos casos,1
coronavirus vaccine,1
trump post,1
coronavirus misinformation,1
casos covid,0
removes trump,1
death_toll,1
new york,1
positive coronavirus,1
tested positive,1
new covid,0
wear_mask,1
go_away,1
trump campaign,1
president trump,1
tests positive,1
donald_trump,1
public_health,1
casos coronavirus,1
via_youtube,1
white_house,1
19 deaths,1
social_distancing,1
new coronavirus,1
700 000,1
due covid19,0
due coronavirus,1
coronavirus covid,0
covid19 cases,0
coronavirus deaths,1
19 testing,1
24_horas,1
almost_immune,1
19 patients,1
19 via,1
positivo covid,0
united_states,1
alvaro uribe,1
first_time,1
da covid,0
august_2020,1
coronavirus relief,1
test positive,1
save_lives,1
casos positivos,1
cases covid,0
immune covid,0
gon_na,1
dr_fauci,1
19 crisis,1
amid covid,0
day school,1
coronavirus outbreak,1
wearing_mask,1
first day,1
pandemia coronavirus,1
ultimas_24,1
casos_confirmados,1
05 08,1
positivo coronavirus,1
19 death,1
19 test,1
children_almost,1
19 response,1
spread covid,0
back_school,1
second_wave,1
sars_cov,1
health care,1
bbc_news,1
new deaths,1
amid coronavirus,1
impact covid,0
post coronavirus,1
confirmed cases,1
19 outbreak,1
news coronavirus,1
task_force,1
long_term,1
gt_gt,1
every 80,1
80_seconds,1
many_people,1
active cases,1
coronavirus concerns,1
dio_positivo,1
24_hours,1
mental_health,1
false covid,0
stay_safe,1
coronavirus via,1
live_updates,1
joe_biden,1
19 di,1
19 vaccines,1
pandemia covid19,0
second grader,1
pandemia covid,0
coronavirus death,1
coronavirus response,1
pandemi covid,0
looks_like,1
travel milwaukee,1
face_masks,1
grader tests,1
contact_tracing,1
08 2020,1
died covid,0
spread coronavirus,1
twitter_temporarily,1
novel coronavirus,1
sign_petition,1
